@relation german_credit-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N28-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute class {good,bad}

@data
69.282032,-15621.366233,-15692.380317,3.464102,-65.817931,1.732051,-62.353829,65.817931,1.732051,1.732051,5.196152,5.196152,60.621778,62.353829,-60.621778,1.732051,71.014083,24.248711,15626.562386,-15678.52391,-3.464102,-57.157677,-10.392305,-3.464102,8.660254,-57.157677,15756.466196,-64.08588,good
96.994845,-4865.330718,-4924.220446,60.621778,-95.262794,5.196152,-95.262794,46.765372,-1.732051,-3.464102,6.928203,10.392305,96.994845,46.765372,-96.994845,3.464102,95.262794,-32.908965,4873.990972,-4903.435836,6.928203,-38.105118,-12.124356,6.928203,3.464102,-39.837169,5009.090935,-39.837169,good
109.119201,-5279.290861,-5308.735725,90.066642,-110.851252,5.196152,-112.583302,27.712813,-3.464102,0,12.124356,6.928203,105.655099,20.78461,-109.119201,0,107.38715,-69.282032,5286.219065,-5296.61137,1.732051,-13.856406,-10.392305,3.464102,6.928203,-19.052559,5409.194672,-20.78461,good
51.961524,-9010.128301,-9072.48213,1.732051,-53.693575,5.196152,-55.425626,55.425626,0,-3.464102,10.392305,13.856406,45.033321,51.961524,-43.30127,1.732051,46.765372,20.78461,9020.520606,-9058.625724,3.464102,-53.693575,-12.124356,3.464102,6.928203,-53.693575,9122.711603,-51.961524,bad
46.765372,-2218.757084,-2248.201948,24.248711,-50.229473,-1.732051,-43.30127,22.51666,-1.732051,-1.732051,3.464102,6.928203,48.497423,25.980762,-39.837169,0,41.569219,-12.124356,2223.953237,-2246.469897,1.732051,-22.51666,-8.660254,0,3.464102,-22.51666,2294.96732,-24.248711,bad
41.569219,-2693.339006,-2715.855666,19.052559,-43.30127,0,-36.373067,22.51666,-5.196152,-3.464102,1.732051,5.196152,39.837169,22.51666,-34.641016,-3.464102,38.105118,-3.464102,2691.606955,-2717.587717,-1.732051,-20.78461,-6.928203,-3.464102,1.732051,-17.320508,2759.156936,-20.78461,good
109.119201,-2031.695597,-2092.317376,71.014083,-107.38715,8.660254,-112.583302,43.30127,0,1.732051,10.392305,15.588457,98.726896,43.30127,-100.458947,3.464102,103.923048,-43.30127,2043.819953,-2073.264817,3.464102,-41.569219,-15.588457,6.928203,6.928203,-41.569219,2191.044272,-39.837169,bad
51.961524,-2402.35447,-2438.727537,31.176915,-51.961524,-3.464102,-51.961524,25.980762,-1.732051,0,5.196152,3.464102,50.229473,29.444864,-46.765372,-3.464102,48.497423,-8.660254,2405.818572,-2433.531385,5.196152,-25.980762,-10.392305,1.732051,10.392305,-25.980762,2487.22496,-27.712813,good
58.889727,-2171.991713,-2230.88144,17.320508,-57.157677,1.732051,-57.157677,41.569219,-5.196152,0,3.464102,6.928203,53.693575,39.837169,-53.693575,-1.732051,51.961524,3.464102,2189.312221,-2217.025034,6.928203,-38.105118,-6.928203,0,5.196152,-45.033321,2288.039117,-39.837169,bad
98.726896,-4151.725786,-4212.347564,58.889727,-93.530744,10.392305,-100.458947,39.837169,-1.732051,-6.928203,8.660254,12.124356,91.798693,43.30127,-95.262794,3.464102,95.262794,-29.444864,4163.850141,-4188.098853,1.732051,-38.105118,-15.588457,6.928203,6.928203,-41.569219,4302.414206,-39.837169,good
83.138439,-21742.433787,-21796.127362,38.105118,-81.406388,-5.196152,-76.210236,46.765372,-1.732051,-1.732051,5.196152,12.124356,76.210236,45.033321,-76.210236,0,83.138439,-15.588457,21749.361991,-21780.538905,3.464102,-39.837169,-8.660254,0,3.464102,-43.30127,21874.069649,-41.569219,bad
58.889727,-5895.900949,-5951.326575,17.320508,-62.353829,1.732051,-53.693575,46.765372,-3.464102,-1.732051,3.464102,10.392305,55.425626,46.765372,-48.497423,5.196152,53.693575,8.660254,5906.293254,-5937.470168,5.196152,-43.30127,-8.660254,5.196152,1.732051,-36.373067,6005.02015,-38.105118,good
90.066642,-3677.143864,-3708.320779,76.210236,-88.334591,8.660254,-90.066642,15.588457,0,0,8.660254,13.856406,79.674337,19.052559,-77.942286,1.732051,84.87049,-43.30127,3687.536169,-3692.732322,-1.732051,-15.588457,-17.320508,3.464102,8.660254,-13.856406,3791.459218,-19.052559,good
76.210236,-4572.614132,-4593.398742,71.014083,-83.138439,1.732051,-77.942286,12.124356,-1.732051,-1.732051,0,3.464102,77.942286,13.856406,-72.746134,1.732051,77.942286,-46.765372,4577.810284,-4583.006437,5.196152,-8.660254,-10.392305,6.928203,10.392305,-6.928203,4667.876926,-12.124356,good
77.942286,-3096.906844,-3135.011962,64.08588,-77.942286,10.392305,-83.138439,19.052559,-1.732051,-6.928203,8.660254,8.660254,79.674337,24.248711,-83.138439,5.196152,81.406388,-34.641016,3109.0312,-3121.155555,-3.464102,-17.320508,-19.052559,1.732051,8.660254,-20.78461,3206.026045,-20.78461,good
50.229473,-3562.828511,-3587.077222,32.908965,-50.229473,6.928203,-46.765372,17.320508,0,-5.196152,0,8.660254,45.033321,13.856406,-39.837169,1.732051,41.569219,-15.588457,3571.488765,-3576.684918,0,-17.320508,-8.660254,3.464102,3.464102,-17.320508,3639.038747,-19.052559,good
65.817931,-2369.445505,-2386.766013,55.425626,-65.817931,6.928203,-60.621778,15.588457,-3.464102,3.464102,3.464102,12.124356,58.889727,12.124356,-55.425626,1.732051,64.08588,-34.641016,2371.177556,-2381.56986,1.732051,-5.196152,-6.928203,1.732051,1.732051,-5.196152,2447.387791,-12.124356,good
72.746134,-722.265187,-753.442101,65.817931,-74.478185,3.464102,-76.210236,13.856406,-1.732051,-1.732051,8.660254,12.124356,67.549981,10.392305,-65.817931,-3.464102,71.014083,-41.569219,737.853644,-732.657492,5.196152,-12.124356,-10.392305,3.464102,6.928203,-13.856406,817.527981,-5.196152,good
76.210236,-684.160069,-717.069034,57.157677,-77.942286,3.464102,-81.406388,20.78461,-1.732051,-1.732051,5.196152,3.464102,74.478185,22.51666,-72.746134,-3.464102,72.746134,-36.373067,691.088272,-703.212628,1.732051,-15.588457,-8.660254,3.464102,6.928203,-31.176915,789.815168,-25.980762,good
60.621778,-4170.778345,-4189.830904,50.229473,-64.08588,3.464102,-62.353829,13.856406,-3.464102,-5.196152,1.732051,8.660254,60.621778,13.856406,-57.157677,-3.464102,62.353829,-25.980762,4174.242446,-4184.634751,1.732051,-8.660254,-10.392305,1.732051,5.196152,-12.124356,4248.720631,-13.856406,good
65.817931,-3277.040128,-3323.8055,38.105118,-71.014083,5.196152,-64.08588,34.641016,-3.464102,-1.732051,8.660254,8.660254,64.08588,31.176915,-60.621778,1.732051,67.549981,-10.392305,3287.432433,-3311.681144,-1.732051,-29.444864,-10.392305,0,3.464102,-31.176915,3384.427278,-34.641016,good
50.229473,-6916.078875,-6969.77245,12.124356,-48.497423,5.196152,-46.765372,45.033321,-5.196152,0,0,8.660254,45.033321,43.30127,-39.837169,3.464102,46.765372,10.392305,6923.007078,-6964.576297,8.660254,-39.837169,-5.196152,3.464102,1.732051,-38.105118,7014.805771,-41.569219,good
57.157677,-10127.301072,-10165.40619,27.712813,-57.157677,3.464102,-51.961524,32.908965,-1.732051,-1.732051,5.196152,5.196152,55.425626,32.908965,-48.497423,1.732051,50.229473,-3.464102,10134.229275,-10161.942088,-3.464102,-32.908965,-12.124356,0,3.464102,-29.444864,10219.099765,-32.908965,good
105.655099,-2165.063509,-2204.900678,84.87049,-103.923048,6.928203,-107.38715,17.320508,3.464102,1.732051,6.928203,10.392305,98.726896,22.51666,-100.458947,3.464102,103.923048,-60.621778,2178.919916,-2180.651967,-0,-19.052559,-13.856406,1.732051,8.660254,-20.78461,2301.895523,-17.320508,good
64.08588,-2525.330077,-2561.703144,36.373067,-58.889727,1.732051,-57.157677,25.980762,-5.196152,-1.732051,6.928203,17.320508,57.157677,25.980762,-53.693575,5.196152,58.889727,-19.052559,2537.454433,-2546.114687,6.928203,-17.320508,-3.464102,1.732051,-1.732051,-24.248711,2620.592872,-24.248711,good
46.765372,-8137.174694,-8230.705438,-34.641016,-46.765372,13.856406,-50.229473,77.942286,-1.732051,-3.464102,6.928203,15.588457,41.569219,79.674337,-43.30127,3.464102,46.765372,51.961524,8147.566999,-8213.384929,-3.464102,-74.478185,-15.588457,1.732051,5.196152,-77.942286,8274.006708,-77.942286,bad
62.353829,-10497.959945,-10588.026587,-24.248711,-57.157677,5.196152,-55.425626,84.87049,1.732051,0,0,6.928203,50.229473,86.60254,-50.229473,1.732051,62.353829,50.229473,10499.691995,-10584.562485,-3.464102,-77.942286,-8.660254,-1.732051,6.928203,-74.478185,10646.916314,-86.60254,good
67.549981,-3602.66568,-3649.431052,38.105118,-69.282032,6.928203,-71.014083,31.176915,-6.928203,-1.732051,-1.732051,8.660254,64.08588,34.641016,-60.621778,0,67.549981,-8.660254,3613.057985,-3633.842594,6.928203,-27.712813,-1.732051,5.196152,3.464102,-32.908965,3708.320779,-31.176915,bad
71.014083,-2102.70968,-2128.690443,51.961524,-67.549981,1.732051,-65.817931,20.78461,0,0,3.464102,10.392305,64.08588,22.51666,-58.889727,0,65.817931,-29.444864,2107.905833,-2123.49429,0,-17.320508,-6.928203,0,3.464102,-13.856406,2194.508373,-17.320508,good
46.765372,-1979.734073,-2010.910988,25.980762,-48.497423,1.732051,-41.569219,25.980762,-3.464102,-3.464102,3.464102,6.928203,48.497423,20.78461,-41.569219,0,45.033321,-6.928203,1991.858429,-2002.250734,1.732051,-22.51666,-8.660254,0,1.732051,-20.78461,2057.676359,-19.052559,good
76.210236,-10714.466296,-10756.035515,51.961524,-84.87049,6.928203,-81.406388,32.908965,0,0,8.660254,12.124356,79.674337,31.176915,-76.210236,-1.732051,83.138439,-24.248711,10716.198346,-10743.911159,-1.732051,-31.176915,-15.588457,-1.732051,8.660254,-27.712813,10823.585496,-32.908965,good
45.033321,-10662.504771,-10724.8586,1.732051,-46.765372,5.196152,-46.765372,50.229473,0,-1.732051,5.196152,1.732051,39.837169,51.961524,-36.373067,1.732051,41.569219,22.51666,10671.165025,-10714.466296,0,-55.425626,-13.856406,5.196152,10.392305,-50.229473,10764.695769,-51.961524,good
65.817931,-2390.230114,-2424.871131,46.765372,-65.817931,3.464102,-71.014083,20.78461,-1.732051,-1.732051,13.856406,13.856406,57.157677,22.51666,-60.621778,5.196152,62.353829,-20.78461,2400.622419,-2411.014724,1.732051,-17.320508,-15.588457,5.196152,10.392305,-19.052559,2482.028807,-24.248711,good
72.746134,-3914.434825,-3997.573264,13.856406,-72.746134,3.464102,-72.746134,67.549981,-3.464102,-3.464102,6.928203,10.392305,69.282032,67.549981,-69.282032,3.464102,69.282032,17.320508,3928.291232,-3976.788654,6.928203,-62.353829,-12.124356,6.928203,5.196152,-60.621778,4059.927093,-58.889727,good
41.569219,-2329.608336,-2345.196793,32.908965,-41.569219,1.732051,-36.373067,8.660254,-3.464102,0,6.928203,3.464102,39.837169,12.124356,-38.105118,-3.464102,41.569219,-20.78461,2331.340387,-2333.072438,3.464102,-6.928203,-8.660254,3.464102,5.196152,-8.660254,2385.033962,-8.660254,good
51.961524,-3566.292613,-3600.933629,32.908965,-55.425626,1.732051,-51.961524,19.052559,-5.196152,-3.464102,0,3.464102,51.961524,22.51666,-50.229473,-3.464102,48.497423,-5.196152,3580.149019,-3588.809273,5.196152,-15.588457,-5.196152,3.464102,6.928203,-24.248711,3647.699001,-22.51666,good
53.693575,-3990.645061,-4052.99889,8.660254,-50.229473,10.392305,-53.693575,43.30127,-1.732051,-5.196152,8.660254,15.588457,55.425626,39.837169,-51.961524,5.196152,53.693575,6.928203,4006.233518,-4030.482229,1.732051,-39.837169,-10.392305,0,3.464102,-45.033321,4096.30016,-41.569219,good
